sr,tender_number,title,description,ppra_category,reference,organization,location,status,advertised_date,closing_date,closing_time,detail_url,category,closing_dt,scraped_at
742,TS0000011809E,TENDER NO. 4418 (LT CT 800/5Amp),,Miscellaneous,TENDER NO. 4418 (LT CT 800/5Amp),Ministry of Energy (Power Division),Lahore - Pakistan,Published,"Aug 19, 2026","Sep 03, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011809E,Other,2026-09-03,2026-08-30T06:06:58.732314
743,TS0000011554E,Disposal of Miscellaneous Scrap Tender-158,"Single Stage - Single Envelop Procedure 1. Karachi Tools, Dies and Moulds Centre...",Miscellaneous,158/KTDMC/2026-27,"Karachi Tools, Dies and Moulds Centre (KTDMC)",Karachi - Pakistan,Published,"Aug 19, 2026","Sep 03, 2026",02:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011554E,Other,2026-09-03,2026-08-30T06:06:58.732314
744,TS0000011810E,Para Training school Peshawar Cantt,"Tender notice a. Construction, renovation, repair, maintenance,...",Miscellaneous,PTS0003,Ministry of Defence,Peshawar - Pakistan,Published,"Aug 19, 2026","Sep 03, 2026",08:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011810E,Defence/Military,2026-09-03,2026-08-30T06:06:58.732314
745,TS0000011557E,IT-12,,Miscellaneous,81201-EME/LP/26-27/IT-12 dated 16 Aug 2026,Ministry of Defence,Rawalpindi - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Sep 03, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011557E,Other,2026-09-03,2026-08-30T06:06:58.732314
746,TS0000010903E,"RFP-TL-04-2026: Procurement of Consultancy Services for Construction Supervision and Allied Activities Including Verification of Contractor’s Invoices and Testing & Commissioning of 220 kV D/C Twin Bundle Transmission Line from Mohmand Dam HPP to 500/220/132 kV Sheikh Muhammadi S/S (i) Mohmand Dam HPP to Jamrud (Approx. 58km), (ii) Jamrud to 500/220/132 kV Sheikh Muhammadi S/S (Approx. 42km)",Procurement of Consultancy Services for...,Services,RFP-TL04-2026,Ministry of Energy (Power Division),Lahore - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Sep 01, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010903E,Construction/Works,2026-09-01,2026-08-30T06:06:58.732314
747,TS0000011372E,IT-11,,Miscellaneous,81201-EME/LP/26-27/IT-11 dated 12 August 2026,Ministry of Defence,Rawalpindi - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 31, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011372E,Other,2026-08-31,2026-08-30T06:06:58.732314
748,TS0000010426E,AUTHORIZED VENDORS FOR INSTALLATION AND MAINTENANCE OF PRODUCTION COUNTING SYSTEM IN PACKAGED TEA SECTOR,The Federal Board of Revenue (FBR) invites sealed...,Miscellaneous,7(3)/TDU/IR/2026,Federal Board of Revenue (FBR),Islamabad - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 27, 2026",02:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010426E,IT/Technology,2026-08-27,2026-08-30T06:06:58.732314
749,TS0000010428E,"AUTHORIZED VENDORS FOR INSTALLATION AND MAINTENANCE OF PRODUCTION COUNTING SYSTEM IN BEVERAGES (PET, CANS, RGB), BOTTLED WATER, PACKAGED JUICES AND PACKAGED MILK SECTOR",The Federal Board of Revenue (FBR) invites sealed...,Miscellaneous,7(2)/TDU/IR/2026,Federal Board of Revenue (FBR),Islamabad - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 27, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010428E,IT/Technology,2026-08-27,2026-08-30T06:06:58.732314
750,TS0000011253E,Procurement of Miscullaneous Items,Procurement of Miscullaneous Items Procurement of Miscullaneous Items,Equipments,08/LP/Mics Items/155/WIL/2026-27,Wah Industries Limited,Wah Cantt - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 26, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011253E,Goods/Supplies,2026-08-26,2026-08-30T06:06:58.732314
751,TS0000011043E,Procurement of Equipment's,Procurement of Equipment's Nil,Equipments,07/LP/Equipment/155/WIL/2026-27,Wah Industries Limited,Wah Cantt - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 26, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011043E,Goods/Supplies,2026-08-26,2026-08-30T06:06:58.732314
752,TS0000010338E,"EPC Project for Engineering, Procurement, Supply, Installation, Testing & Commissioning of Leak Detection System (LDS) for PSO–PARCO Product Pipelines at Mehmoodkot Terminal and Faisalabad Terminal",,"Petroleum, Oil & Lubricants",IC-19811-FF,Pakistan State Oil (PSO),Karachi - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 25, 2026",02:15 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010338E,IT/Technology,2026-08-25,2026-08-30T06:06:58.732314
753,TS0000010865E,procurement of 50x complete SATCOM Low KU band terminals along with spare equipment,procurement of 50x complete SATCOM Low KU band terminals along with spare equipment GOVERNMENT OF PAKISTAN MINISTRY OF INTERIOR &...,Equipments,NADRA-HQ-RFB-99/2026,National Database and Registration Authority (NADRA),Islamabad - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 24, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010865E,Goods/Supplies,2026-08-24,2026-08-30T06:06:58.732314
754,TS0000010784E,procurement of 1x COTP 1.2 m auto tracking SATCOM antenna system,procurement of 1x COTP 1.2 m auto tracking SATCOM antenna system GOVERNMENT OF PAKISTAN MINISTRY OF INTERIOR &...,Equipments,NADRA-HQ-RFB-98/2026,National Database and Registration Authority (NADRA),Islamabad - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 24, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010784E,IT/Technology,2026-08-24,2026-08-30T06:06:58.732314
755,TS0000010813E,PROCUREMENT OF COLOR LASERJET ENTERPRISE FLOW MFP ALL-IN-ONE PRINTER,PROCUREMENT OF COLOR LASERJET ENTERPRISE FLOW MFP ALL-IN-ONE PRINTER Model Color LaserJet Enterprise Flow MFP...,Electrical Items,BU-HO/Exams/2026/589,Bahria University,Islamabad - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 21, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010813E,Energy/Utilities,2026-08-21,2026-08-30T06:06:58.732314
756,TS0000010526E,Relays,,Electrical Items,PMU-16/2026-27,Ministry of Energy (Power Division),Multan - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 20, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010526E,Energy/Utilities,2026-08-20,2026-08-30T06:06:58.732314
757,TS0000010527E,Earthing Material,,Electrical Items,PMU-17/2026-27,Ministry of Energy (Power Division),Multan - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 20, 2026",10:15 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010527E,Energy/Utilities,2026-08-20,2026-08-30T06:06:58.732314
758,TS0000010530E,132-KV Towers Type ZM-I complete,,Electrical Items,PMU-18/2026-27,Ministry of Energy (Power Division),Multan - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 20, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010530E,Energy/Utilities,2026-08-20,2026-08-30T06:06:58.732314
759,TS0000010531E,132KV Tower Extensions,,Electrical Items,PMU-19/2026-27,Ministry of Energy (Power Division),Multan - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 20, 2026",10:45 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010531E,Energy/Utilities,2026-08-20,2026-08-30T06:06:58.732314
760,TS0000010533E,132KV Tower Type ZM-30 complete,,Electrical Items,PMU-20/2026-27,Ministry of Energy (Power Division),Multan - Pakistan,PublishedCorrigendum,"Aug 19, 2026","Aug 20, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010533E,Energy/Utilities,2026-08-20,2026-08-30T06:06:58.732314
761,TS0000011666E,Consultancy Services for Feasibility Study & Detailed Design for Mansehra – Naran – Jalkhad – Chilas (MNJC) Expressway (Approximate Length 200 km.),Consultancy Services for Feasibility Study & Detailed Design for Mansehra – Naran – Jalkhad – Chilas (MNJC) Expressway  (Approximate Length 200 km.),Services,6687,Ministry of Communications,Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 30, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011666E,Services,2026-09-30,2026-08-30T06:06:58.732314
762,TS0000011632E,Auction of Unserviceable Stores (Admin & Technical),Tender No: NADRA-RHO KHI/ 2026-27/01,Miscellaneous,D10573,Ministry of Interior and Narcotics Control,Karachi - Pakistan,Published,"Aug 18, 2026","Sep 22, 2026",01:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011632E,Services,2026-09-22,2026-08-30T06:06:58.732314
763,TS0000011621E,Consultancy Services for Hiring of Financial Auditor of Hyderabad-Sukkur Motorway (M-6) Section 4 & 5,Consultancy Services for Hiring of Financial Auditor of Hyderabad-Sukkur Motorway (M-6) Section 4 & 5,Services,6678,Ministry of Communications,Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 11, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011621E,Services,2026-09-11,2026-08-30T06:06:58.732314
764,TS0000011629E,Proc of Plastic & Celluloid Materials,Proc of Plastic & Celluloid Materials 05x items Proc of Plastic & Celluloid...,Miscellaneous,0010-LP-MGF-57,Ministry of Defence Production,Wah Cantt - Pakistan,Published,"Aug 18, 2026","Sep 11, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011629E,Goods/Supplies,2026-09-11,2026-08-30T06:06:58.732314
765,TS0000011620E,WAPDA DBDC PRD NO. 046,DIAMER BASHA DAM REPLACEMENT OF ANTI-GRAFFITI WITH AWARENESS...,Miscellaneous,PRD(L)/WAPDA/046(2026-27),Water and Power Development Authority (WAPDA),Lahore - Pakistan,Published,"Aug 18, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011620E,Other,2026-09-10,2026-08-30T06:06:58.732314
766,TS0000011188E,Domestic Gas MetersCL:250/ G-6,"Domestic Gas MetersCL:250/ G-6 (9,840 Nos.) Domestic Gas MetersCL:250/ G-6",Miscellaneous,SND-2617,Sui Northern Gas Pipelines Limited (SNGPL),Islamabad - Pakistan,PublishedCorrigendum,"Aug 18, 2026","Sep 10, 2026",02:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011188E,Energy/Utilities,2026-09-10,2026-08-30T06:06:58.732314
767,TS0000011599E,Procurement of Stationary Stores,Procurement of Stationary Stores Headquarters Frontier Corps (N) Balochistan -...,Miscellaneous,11,Frontier Constabulary,Quetta - Pakistan,Published,"Aug 18, 2026","Sep 09, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011599E,Goods/Supplies,2026-09-09,2026-08-30T06:06:58.732314
768,TS0000011627E,Component of Pistol,Component of Pistol Components of Pistol 04x Items and DIE Cut...,Miscellaneous,0005 and 006-LP-MGF-57,Ministry of Defence Production,Wah Cantt - Pakistan,Published,"Aug 18, 2026","Sep 09, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011627E,Other,2026-09-09,2026-08-30T06:06:58.732314
769,TS0000010606E,"RENOVATION / REHABILITATION FOR THE H&AI KARACHI REGIONAL OFFICE AT 4TH FLOOR SLB #03, KARACHI",,Civil Works,P75826,Ministry of Commerce,Karachi - Pakistan,PublishedCorrigendum,"Aug 18, 2026","Sep 09, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010606E,Construction/Works,2026-09-09,2026-08-30T06:06:58.732314
770,TS0000011653E,VARNISH ELEC INSULATING AIR DREYING H/I THINNER UPTO 15%,VARNISH ELEC INSULATING AIR DREYING H/I THINNER...,Miscellaneous,2514254/R-2512/340307,Directorate of Procurement (Navy),Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 09, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011653E,Other,2026-09-09,2026-08-30T06:06:58.732314
771,TS0000011686E,Vacutainer Tubes & Multiple Sample & Butterfly Needle,"Rs. 1,000 Demand Draft, Pay Order in the name of...",Consumable Items,01/2026-27,Pakistan Atomic Energy Commission (PAEC),Lahore - Pakistan,Published,"Aug 18, 2026","Sep 09, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011686E,Defence/Military,2026-09-09,2026-08-30T06:06:58.732314
772,TS0000011623E,SSGC/LP/EPADS2/NR/2179271 (Component for Gas Meter),SSGC/LP/EPADS2/NR/2179271 (Component for Gas Meter) COMPONENTS FOR G-1.6 GAS METER: ♦ INDEX NAME...,Miscellaneous,SSGC/LP/EPADS2/NR/2179271,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011623E,Energy/Utilities,2026-09-08,2026-08-30T06:06:58.732314
773,TS0000011640E,SSGC/LP/EPADS2/NR/2180275 (Electrical Fittings),SSGC/LP/EPADS2/NR/2180275 (Electrical Fittings) COMMERCIAL & DOMESTIC ELECTRICAL FITTINGS:...,Miscellaneous,SSGC/LP/EPADS2/NR/2180275,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 08, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011640E,Energy/Utilities,2026-09-08,2026-08-30T06:06:58.732314
774,TS0000011642E,SSGC/LP/EPADS2/NR/2179275 (Voice Recording System),"SSGC/LP/EPADS2/NR/2179275 (Voice Recording System) Supply, Installation, Configuration, Integration,...",Miscellaneous,SSGC/LP/EPADS2/NR/2179275,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 08, 2026",09:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011642E,IT/Technology,2026-09-08,2026-08-30T06:06:58.732314
775,TS0000011646E,SSGC/LP/EPADS2/NR/2179272 (SPARES FOR COMMERCIAL METERS),SSGC/LP/EPADS2/NR/2179272 (SPARES FOR COMMERCIAL METERS) SPARES FOR COMMERCIAL METERS: ♦ TOP COVER...,Miscellaneous,SSGC/LP/EPADS2/NR/2179272,Ministry of Energy (Petroleum Division),Karachi - Pakistan,PublishedCorrigendum,"Aug 18, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011646E,Goods/Supplies,2026-09-08,2026-08-30T06:06:58.732314
776,TS0000011651E,Civil Work at POF Havelian,No. 1844-36-B-PPRA-GMC (HVN) All Details and Terms & Conditions Mention in...,Civil Works,No. 1844-36-B-PPRA-GMC (HVN),Ministry of Defence Production,Abbottabad - Pakistan,Published,"Aug 18, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011651E,Construction/Works,2026-09-08,2026-08-30T06:06:58.732314
777,TS0000011656E,PEDIATRIC BEDS,PEDIATRIC BEDS,Miscellaneous,2690253/R-2608/310037,Directorate of Procurement (Navy),Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011656E,Other,2026-09-08,2026-08-30T06:06:58.732314
778,TS0000011657E,MISCELLANEOUS TEST EQUIPMENT,MISCELLANEOUS TEST EQUIPMENT,Miscellaneous,2690303/R-2608/310039,Directorate of Procurement (Navy),Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011657E,Goods/Supplies,2026-09-08,2026-08-30T06:06:58.732314
779,TS0000011659E,"02 x Truck (03 Ton), AC (Latest Model) Alongwith Standard Accessories","02 x Truck (03 Ton), AC (Latest Model) Alongwith...",Vehicles,2690343/R2608/360006/P-36,Directorate of Procurement (Navy),Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011659E,Other,2026-09-08,2026-08-30T06:06:58.732314
780,TS0000011661E,03 x Electric Load Carrying Vehicle (02 x Seaters/ 600-650 Kg),03 x Electric Load Carrying Vehicle (02 x...,Vehicles,2690345/R2608/360017/P-36,Directorate of Procurement (Navy),Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011661E,Energy/Utilities,2026-09-08,2026-08-30T06:06:58.732314
781,TS0000011687E,Disposal of Vehicles,Disposal of Vehicles Disposal of Vehicles,Vehicles,D10564,Federal Investigation Agency,Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011687E,Other,2026-09-08,2026-08-30T06:06:58.732314
782,TS0000011625E,IT No. 14 FY 2026-27,,Miscellaneous,14 FY 2026-27,301 Central Base Spares Depot EME,Rawalpindi - Pakistan,Published,"Aug 18, 2026","Sep 07, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011625E,Other,2026-09-07,2026-08-30T06:06:58.732314
783,TS0000011628E,Invitation to E-Bid,Through SAP ARIBA Discovery 96/07,Miscellaneous,96/07,Oil and Gas Development Company Limited (OGDCL),Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 07, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011628E,Other,2026-09-07,2026-08-30T06:06:58.732314
784,TS0000011645E,Net Work Connections Internet In SSGC Hyderabad Regional Office Over Fiber (As per BOQ) (Under Single Stage One Envelope Bidding Procedure) (On Package Basis),Net Work Connections Internet In SSGC Hyderabad Regional Office Over Fiber (As per BOQ) (Under Single Stage One Envelope Bidding Procedure) (On Package Basis) Net Work Connections Internet In SSGC Hyderabad...,Services,SSGC/SC/NR/EPADS2/14417,Ministry of Energy (Petroleum Division),Karachi - Pakistan,PublishedCorrigendum,"Aug 18, 2026","Sep 07, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011645E,Services,2026-09-07,2026-08-30T06:06:58.732314
785,TS0000011654E,HIRING OF EXTERNAL AUDIT FIRM,HIRING OF EXTERNAL AUDIT FIRM HIRING OF EXTERNAL AUDIT FIRM,Services,P89473,Trading Corporation of Pakistan (TCP),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 07, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011654E,Services,2026-09-07,2026-08-30T06:06:58.732314
786,TS0000011692E,Invitation of Tender,Tender Notice for Medicines/ Medical Items Invitation of Tender,Health/Medicines,001/\MEDICAL,Ministry of Interior and Narcotics Control,Karachi - Pakistan,Published,"Aug 18, 2026","Sep 07, 2026",03:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011692E,Medical/Health,2026-09-07,2026-08-30T06:06:58.732314
787,TS0000011697E,Hiring of Services Third Party Vulnerability Assessment and Penetration Testing of It Systems(as per BOQ) (Under Single Stage One Envelope Bidding Procedure)(On Complete Package Basis).,Hiring of Services Third Party Vulnerability Assessment and Penetration Testing of It Systems(as per BOQ) (Under Single Stage One Envelope Bidding Procedure)(On Complete Package Basis).Hiring of Services Third Party Vulnerability Assessment and Penetration Testing of It Systems(as per BOQ) (Under Single Stage One Envelope Bidding Procedure)(On Complete Package Basis). Hiring of Services Third Party Vulnerability...,Services,SSGC/SC/NR/EPADS2/14418,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 07, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011697E,IT/Technology,2026-09-07,2026-08-30T06:06:58.732314
788,TS0000011698E,"Backup Data Connectivity Over Dual Fibers with Auto Switching For SSGC Head Office , and Hyderabad RO Office (As Per BOQ)(Under Single Stage One Envelope Bidding Procedure) (On Complete Package Basis).","Backup Data Connectivity Over Dual Fibers with Auto Switching For SSGC Head Office , and Hyderabad RO Office (As Per BOQ)(Under Single Stage One Envelope Bidding Procedure) (On Complete Package Basis). Backup Data Connectivity Over Dual Fibers with...",Services,SSGC/SC/NR/EPADS2/14419,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 07, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011698E,Services,2026-09-07,2026-08-30T06:06:58.732314
789,TS0000011468E,"TENDER NOTICE REPAIR & MAINTENANCE WORKS AT QUARTER NO. E-68 AT PAA RESIDENTIAL COLONY AT JIAP, KARACHI","TENDER NOTICE REPAIR & MAINTENANCE WORKS AT QUARTER NO. E-68 AT PAA RESIDENTIAL COLONY AT JIAP, KARACHI TENDER NOTICE REPAIR & MAINTENANCE WORKS AT...",Civil Works,12474,Pakistan Airports Authority (PAA),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 07, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011468E,Construction/Works,2026-09-07,2026-08-30T06:06:58.732314
790,TS0000011703E,Repair of Transport,,Services,P78559,Ministry of Federal Education and Professional Training,Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 06, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011703E,Services,2026-09-06,2026-08-30T06:06:58.732314
791,TS0000011636E,TENDER NOTICE (REVERSE PROCUREMENT) BUSINESS OPPORTUNITY AT FAISALABAD INTERNATIONAL AIRPORT ESTABLISHMENT AND OPERATION OF BAGGAGE WRAPPING FACILITY IN DOMESTIC AND INTERNATIONAL BRIEFING AREA AT FIAP FAISALABAD,TENDER NOTICE (REVERSE PROCUREMENT) BUSINESS OPPORTUNITY AT FAISALABAD INTERNATIONAL AIRPORT ESTABLISHMENT AND OPERATION OF BAGGAGE WRAPPING FACILITY IN DOMESTIC AND INTERNATIONAL BRIEFING AREA AT FIAP FAISALABAD TENDER NOTICE (REVERSE PROCUREMENT) BUSINESS...,Services,12480,Pakistan Airports Authority (PAA),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 04, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011636E,Services,2026-09-04,2026-08-30T06:06:58.732314
792,TS0000011638E,"TENDER NOTICE (REVERSE PROCUREMENT) BUSINESS OPPORTUNITY AT GILGIT AIRPORT, GILGIT INSTALLATION, OPERATIONS & MAINTENANCE OF 06 MUPI SIGNBOARDS IN PAA CAR PARKING","TENDER NOTICE (REVERSE PROCUREMENT) BUSINESS OPPORTUNITY AT GILGIT AIRPORT, GILGIT INSTALLATION, OPERATIONS & MAINTENANCE OF 06 MUPI SIGNBOARDS IN PAA CAR PARKING TENDER NOTICE (REVERSE PROCUREMENT) BUSINESS...",Services,12481,Pakistan Airports Authority (PAA),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 04, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011638E,Services,2026-09-04,2026-08-30T06:06:58.732314
793,TS0000011676E,SSGC/LP/NT/PQ/PT/2179259 (COMPONENTS FOR GAS METERS),SSGC/LP/NT/PQ/PT/2179259 (COMPONENTS FOR GAS METERS) Components for Gas Meters: (As per...,Miscellaneous,SSGC/LP/NT/PQ/PT/2179259,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 04, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011676E,Energy/Utilities,2026-09-04,2026-08-30T06:06:58.732314
794,TS0000011681E,SSGC/LP/NT/PQ/PT/2179261 (COMPONENTS FOR GAS METERS),SSGC/LP/NT/PQ/PT/2179261 (COMPONENTS FOR GAS METERS) Components for Gas Meters: (As per...,Miscellaneous,SSGC/LP/NT/PQ/PT/2179261,Ministry of Energy (Petroleum Division),Karachi - Pakistan,PublishedCorrigendum,"Aug 18, 2026","Sep 04, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011681E,Energy/Utilities,2026-09-04,2026-08-30T06:06:58.732314
795,TS0000011689E,SSGC/LP/NT/PQ/PT/2179258 (Component for Gas Meters),SSGC/LP/NT/PQ/PT/2179258 (Component for Gas Meters) Components for Gas Meters: (As per...,Miscellaneous,SSGC/LP/NT/PQ/PT/2179258,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 04, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011689E,Energy/Utilities,2026-09-04,2026-08-30T06:06:58.732314
796,TS0000011693E,SSGC/LP/NT/PQ/PT/2179260 (Components for Gas Meters),SSGC/LP/NT/PQ/PT/2179260 (Components for Gas Meters) Components for Gas Meters: (As per...,Miscellaneous,SSGC/LP/NT/PQ/PT/2179260,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 04, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011693E,Energy/Utilities,2026-09-04,2026-08-30T06:06:58.732314
797,TS0000011695E,SSGC/LP/NT/PQ/PT/2179257 (Components for Gas Meter),SSGC/LP/NT/PQ/PT/2179257 (Components for Gas Meter) Components for Gas Meters: (As per...,Miscellaneous,SSGC/LP/NT/PQ/PT/2179257,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 04, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011695E,Energy/Utilities,2026-09-04,2026-08-30T06:06:58.732314
798,TS0000011696E,"INVITATION TO BID PROCUREMENT OF CHAIRS FOR UPGRADATION OF SEATING ARRANGEMENT OF CONFERENCE ROOM, PMU BUILDING , BLOCK-2 AT IIAP ISLAMABAD I.T.No. IIAP/1764-36/04/83/ISSS","INVITATION TO BID PROCUREMENT OF CHAIRS FOR UPGRADATION OF SEATING ARRANGEMENT OF CONFERENCE ROOM, PMU BUILDING , BLOCK-2 AT IIAP ISLAMABAD I.T.No. IIAP/1764-36/04/83/ISSS INVITATION TO BID PROCUREMENT OF CHAIRS FOR...",Furniture/Fixture,12482,Pakistan Airports Authority (PAA),Karachi - Pakistan,Published,"Aug 18, 2026","Sep 04, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011696E,Construction/Works,2026-09-04,2026-08-30T06:06:58.732314
799,TS0000011699E,SSGC/LP/NT/PQ/PT/2179256 (Components for Gas Meter),SSGC/LP/NT/PQ/PT/2179256 (Components for Gas Meter) Components for Gas Meters: (As per...,Miscellaneous,SSGC/LP/NT/PQ/PT/2179256,Ministry of Energy (Petroleum Division),Karachi - Pakistan,PublishedCorrigendum,"Aug 18, 2026","Sep 04, 2026",09:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011699E,Energy/Utilities,2026-09-04,2026-08-30T06:06:58.732314
